,state,county,community,communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
330,39,113,36610,HuberHeightscity,2,0.05,0.55,0.13,0.86,0.11,0.03,0.44,0.52,0.3,0.16,0.06,1.0,0.43,0.82,0.1,0.5,0.23,0.17,0.63,0.39,0.31,0.3,0.43,0.46,0.23,0.22,0.46,0.01,0.1,0.14,0.26,0.28,0.25,0.71,0.46,0.3,0.4,0.39,0.41,0.29,0.48,0.46,0.53,0.76,0.77,0.86,0.74,0.62,0.62,0.01,0.11,0.01,0.47,0.62,0.59,0.58,0.08,0.09,0.08,0.07,0.94,0.04,0.18,0.2,0.6,0.57,0.63,0.64,0.06,0.16,0.5,0.04,0.79,0.66,0.05,0.14,0.65,0.05,0.16,0.14,0.12,0.11,0.38,0.39,0.42,0.45,0.25,0.22,0.22,0.0,0.0,0.07,0.57,0.52,0.62,0.52,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.06,0.16,0.09,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.07
331,48,?,?,Hurstcity,2,0.04,0.43,0.05,0.9,0.07,0.09,0.39,0.46,0.29,0.27,0.05,1.0,0.43,0.76,0.33,0.51,0.31,0.14,0.41,0.43,0.39,0.39,0.22,0.25,0.26,0.28,0.34,0.02,0.19,0.11,0.22,0.35,0.32,0.68,0.4,0.24,0.27,0.44,0.54,0.28,0.62,0.61,0.41,0.67,0.67,0.69,0.68,0.64,0.66,0.01,0.11,0.01,0.36,0.49,0.48,0.58,0.09,0.11,0.1,0.11,0.9,0.06,0.14,0.15,0.46,0.48,0.45,0.55,0.14,0.37,0.5,0.05,0.71,0.55,0.01,0.37,0.65,0.24,0.12,0.17,0.17,0.17,0.32,0.31,0.35,0.31,0.37,0.27,0.24,0.0,0.0,0.11,0.56,0.47,0.61,0.64,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.03,0.28,0.01,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.35
332,34,39,79040,Westfieldtown,2,0.03,0.52,0.09,0.87,0.22,0.04,0.33,0.34,0.2,0.43,0.05,1.0,0.91,0.67,0.44,0.85,0.42,0.06,0.45,0.93,0.88,0.89,0.46,0.71,0.52,0.35,0.7,0.0,0.03,0.13,0.13,0.88,0.13,0.63,0.33,0.63,0.11,0.86,0.14,0.35,0.19,0.17,0.51,0.92,0.92,0.97,0.83,0.32,0.44,0.0,0.04,0.02,0.4,0.43,0.49,0.44,0.26,0.24,0.25,0.21,0.81,0.08,0.16,0.18,0.56,0.6,0.29,0.84,0.03,0.18,0.5,0.01,0.92,0.8,0.05,0.53,0.15,0.01,0.07,0.67,0.69,0.76,0.65,0.77,0.93,0.77,0.37,0.51,0.51,0.0,0.0,0.27,0.5,0.8,0.7,0.65,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.02,0.36,0.65,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.04
333,34,1,2080,AtlanticCitycity,2,0.04,0.31,1.0,0.01,0.24,0.28,0.34,0.47,0.31,0.62,0.06,1.0,0.14,0.33,0.17,0.21,0.66,0.73,0.42,0.21,0.23,0.37,0.26,0.04,0.3,0.2,0.24,0.08,0.66,0.55,0.74,0.13,0.65,0.37,0.06,0.16,0.24,0.18,0.88,0.81,0.81,0.88,0.49,0.0,0.0,0.0,0.0,0.54,0.54,0.13,1.0,0.03,0.31,0.39,0.51,0.57,0.22,0.24,0.28,0.29,0.6,0.36,0.5,0.33,0.29,0.32,0.34,0.09,0.4,0.76,0.0,0.31,0.0,0.12,1.0,0.74,0.33,0.69,0.56,0.14,0.14,0.15,0.18,0.33,0.41,0.3,0.6,0.35,0.79,0.35,0.05,0.29,0.48,0.58,0.7,0.61,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.03,0.28,1.0,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,1.0
334,48,?,?,Palestinecity,2,0.01,0.48,0.46,0.53,0.02,0.17,0.45,0.46,0.29,0.51,0.0,0.0,0.16,0.4,0.42,0.28,0.58,0.45,0.32,0.19,0.17,0.22,0.15,0.04,0.32,0.16,0.18,0.03,0.58,0.42,0.5,0.21,0.43,0.38,0.19,0.4,0.44,0.32,0.52,0.28,0.57,0.58,0.54,0.49,0.49,0.48,0.46,0.51,0.61,0.01,0.26,0.0,0.39,0.43,0.53,0.61,0.1,0.09,0.1,0.11,0.86,0.11,0.34,0.32,0.49,0.43,0.59,0.52,0.25,0.53,0.5,0.06,0.41,0.56,0.14,0.65,0.63,0.73,0.72,0.05,0.05,0.05,0.16,0.2,0.22,0.22,0.55,0.3,0.61,0.0,0.0,0.1,0.85,0.49,0.65,0.86,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.05,0.09,0.01,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.48
335,42,45,33144,Haverfordtownship,2,0.06,0.52,0.04,0.95,0.11,0.01,0.37,0.39,0.29,0.58,0.08,1.0,0.6,0.58,0.27,0.84,0.61,0.09,0.64,0.6,0.53,0.52,0.49,0.27,0.28,0.15,0.42,0.01,0.07,0.15,0.2,0.61,0.12,0.54,0.21,0.75,0.16,0.7,0.13,0.46,0.19,0.17,0.53,0.9,0.92,0.98,0.85,0.38,0.42,0.01,0.06,0.02,0.24,0.23,0.26,0.27,0.11,0.09,0.09,0.09,0.85,0.06,0.28,0.28,0.54,0.56,0.25,0.89,0.03,0.13,0.5,0.02,0.92,0.86,0.03,0.44,0.17,0.02,0.04,0.39,0.37,0.33,0.52,0.52,0.73,0.54,0.53,0.42,0.43,0.06,0.0,0.19,0.8,0.84,0.71,0.79,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.03,0.42,0.5,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.03
336,49,?,?,Provocity,2,0.12,0.96,0.01,0.91,0.17,0.08,1.0,1.0,1.0,0.17,0.14,1.0,0.16,0.74,0.42,0.54,0.27,0.22,0.34,0.14,0.11,0.11,0.11,0.08,0.12,0.13,0.18,0.21,0.79,0.08,0.15,0.56,0.35,0.39,0.25,0.87,0.3,0.47,0.1,0.88,0.11,0.11,0.73,0.82,0.81,0.87,0.76,0.25,0.17,0.01,0.08,0.03,1.0,0.93,0.94,0.86,0.38,0.31,0.29,0.24,0.84,0.05,0.87,1.0,0.86,0.91,0.83,0.23,0.54,0.55,0.0,0.04,0.9,0.24,0.22,0.45,0.63,0.14,0.11,0.14,0.14,0.17,0.2,0.2,0.3,0.18,0.56,0.42,0.26,0.04,0.02,0.16,0.45,0.15,0.15,0.0,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.11,0.19,0.16,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.07
337,39,49,83342,Westervillecity,2,0.03,0.6,0.03,0.96,0.07,0.01,0.6,0.47,0.35,0.22,0.05,1.0,0.6,0.75,0.21,0.69,0.28,0.07,0.45,0.58,0.44,0.42,0.47,0.12,0.34,0.26,0.32,0.01,0.06,0.08,0.12,0.65,0.1,0.7,0.24,0.54,0.17,0.66,0.23,0.35,0.37,0.32,0.58,0.82,0.87,0.86,0.81,0.5,0.59,0.0,0.06,0.0,0.27,0.29,0.43,0.42,0.03,0.03,0.04,0.03,0.97,0.01,0.14,0.16,0.59,0.68,0.28,0.79,0.02,0.24,0.5,0.01,0.91,0.72,0.03,0.17,0.75,0.06,0.09,0.23,0.24,0.25,0.32,0.35,0.4,0.39,0.44,0.35,0.25,0.01,0.0,0.04,0.7,0.46,0.65,0.67,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.02,0.3,0.04,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.05
338,9,9,82870,WestHaventown,2,0.07,0.38,0.24,0.76,0.12,0.06,0.32,0.5,0.32,0.48,0.09,1.0,0.4,0.64,0.22,0.46,0.51,0.22,0.51,0.41,0.37,0.37,0.36,0.25,0.26,0.36,0.46,0.03,0.15,0.29,0.44,0.26,0.32,0.58,0.41,0.4,0.39,0.35,0.47,0.53,0.49,0.5,0.44,0.56,0.58,0.65,0.58,0.48,0.61,0.03,0.29,0.03,0.31,0.36,0.44,0.48,0.18,0.18,0.21,0.21,0.79,0.1,0.2,0.18,0.39,0.49,0.29,0.51,0.11,0.64,0.0,0.07,0.76,0.46,0.07,0.29,0.4,0.11,0.16,0.4,0.36,0.32,0.51,0.5,0.54,0.53,0.49,0.6,0.68,0.04,0.0,0.25,0.73,0.67,0.8,0.76,0.01,0.19,0.98,0.25,0.02,0.14,0.23,0.19,0.78,0.91,0.12,0.02,0.0,0.1,0.02,0.21,0.07,0.03,0.42,0.19,0.02,0.01,0.93,0.0,0.58,0.15,0.12
339,48,?,?,Portlandcity,2,0.0,0.6,0.02,0.88,0.03,0.44,0.55,0.5,0.31,0.16,0.02,1.0,0.43,0.82,1.0,0.57,0.2,0.07,0.35,0.4,0.31,0.3,0.28,1.0,0.29,0.28,0.3,0.01,0.17,0.1,0.19,0.38,0.31,0.6,0.23,0.39,0.27,0.47,0.32,0.27,0.37,0.36,0.61,0.81,0.82,0.8,0.75,0.23,0.4,0.0,0.14,0.0,0.09,0.06,0.15,0.21,0.01,0.01,0.01,0.02,0.64,0.09,0.25,0.27,0.67,0.65,0.66,0.58,0.2,0.26,0.5,0.02,0.6,0.59,0.1,0.53,0.69,0.4,0.23,0.14,0.13,0.12,0.25,0.28,0.35,0.29,0.16,0.35,0.29,0.0,0.0,0.04,0.68,0.43,0.47,0.72,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.01,0.17,0.01,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.04
340,34,29,18130,Dovertownship,2,0.11,0.51,0.02,0.96,0.09,0.05,0.41,0.41,0.28,0.53,0.11,0.95,0.48,0.48,0.22,0.6,0.62,0.16,0.66,0.48,0.42,0.4,0.24,0.09,0.67,0.45,0.69,0.03,0.12,0.24,0.36,0.32,0.29,0.47,0.18,0.49,0.27,0.48,0.27,0.37,0.3,0.3,0.54,0.79,0.8,0.86,0.75,0.33,0.44,0.01,0.08,0.03,0.13,0.17,0.17,0.18,0.05,0.05,0.05,0.05,0.86,0.05,0.26,0.27,0.54,0.54,0.45,0.82,0.06,0.43,0.5,0.44,0.0,0.81,0.04,0.96,0.6,0.05,0.11,0.35,0.36,0.37,0.63,0.58,0.67,0.63,0.73,0.75,1.0,0.06,0.0,0.15,0.72,0.67,0.67,0.82,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.12,0.15,0.07,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.08
341,39,43,61714,Perkinstownship,2,0.0,0.57,0.11,0.89,0.06,0.02,0.35,0.29,0.18,0.55,0.0,0.0,0.45,0.61,0.58,0.67,0.57,0.23,0.63,0.44,0.37,0.37,0.28,0.39,0.63,0.11,0.35,0.0,0.12,0.31,0.39,0.25,0.2,0.39,0.63,0.43,0.47,0.43,0.51,0.23,0.25,0.38,0.47,0.82,0.79,0.83,0.83,0.69,0.55,0.0,0.15,0.0,0.06,0.26,0.21,0.28,0.01,0.03,0.02,0.03,0.94,0.03,0.17,0.19,0.53,0.52,0.43,0.89,0.04,0.2,0.5,0.01,0.84,0.88,0.13,0.42,0.52,0.05,0.28,0.16,0.15,0.15,0.2,0.22,0.24,0.23,0.52,0.16,0.25,0.0,0.0,0.06,0.78,0.71,0.83,0.84,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.07,0.03,0.01,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.1
342,25,27,28950,Harvardtown,2,0.0,1.0,0.24,0.73,0.16,0.1,0.76,0.81,0.72,0.03,0.0,0.0,0.59,0.93,0.59,0.66,0.06,0.06,0.13,0.49,0.44,0.47,0.28,0.17,0.25,0.26,0.28,0.0,0.09,0.02,0.02,0.69,0.03,0.95,0.49,0.7,0.14,1.0,0.24,0.68,0.09,0.16,0.69,0.95,0.97,0.92,0.91,0.43,0.39,0.0,0.05,0.0,0.38,0.43,0.43,0.46,0.12,0.12,0.11,0.11,0.83,0.01,0.21,0.26,0.81,0.66,0.92,0.26,0.15,0.29,0.5,0.01,0.81,0.34,0.05,0.52,0.48,0.04,0.31,0.83,0.86,0.84,0.52,0.55,0.67,0.51,0.25,0.42,0.22,0.0,0.0,0.13,0.17,0.13,0.0,0.0,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.07,0.04,0.75,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.0
343,36,63,53682,NorthTonawandacity,2,0.04,0.4,0.0,0.99,0.02,0.01,0.36,0.42,0.26,0.49,0.06,1.0,0.3,0.51,0.08,0.6,0.6,0.28,0.63,0.31,0.26,0.25,0.32,0.28,0.12,0.14,0.27,0.02,0.15,0.25,0.34,0.23,0.34,0.54,0.59,0.47,0.48,0.33,0.35,0.37,0.32,0.35,0.48,0.72,0.77,0.7,0.77,0.62,0.67,0.01,0.14,0.01,0.09,0.1,0.13,0.14,0.02,0.02,0.02,0.03,0.9,0.04,0.16,0.16,0.44,0.55,0.2,0.7,0.06,0.41,0.5,0.02,0.93,0.62,0.42,0.62,0.29,0.11,0.16,0.13,0.12,0.12,0.24,0.26,0.26,0.24,0.39,0.32,0.54,0.0,0.0,0.1,0.9,0.8,0.77,0.91,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.03,0.29,0.03,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.04
344,55,139,50825,Menashacity,2,0.01,0.34,0.0,0.98,0.05,0.02,0.34,0.51,0.28,0.42,0.02,1.0,0.26,0.57,0.13,0.58,0.5,0.36,0.45,0.28,0.27,0.26,0.0,0.15,0.07,0.21,0.21,0.01,0.25,0.3,0.36,0.17,0.24,0.59,0.92,0.25,0.73,0.24,0.51,0.39,0.48,0.51,0.44,0.62,0.7,0.62,0.63,0.67,0.65,0.01,0.2,0.0,0.12,0.14,0.32,0.48,0.01,0.01,0.03,0.04,0.95,0.06,0.14,0.13,0.38,0.46,0.26,0.59,0.06,0.49,0.5,0.01,0.91,0.54,0.08,0.47,0.35,0.18,0.2,0.1,0.08,0.08,0.24,0.23,0.22,0.22,0.37,0.37,0.56,0.0,0.0,0.05,0.9,0.61,0.68,0.83,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.01,0.28,0.04,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.02
345,55,9,31000,GreenBaycity,2,0.14,0.36,0.01,0.92,0.14,0.02,0.4,0.54,0.34,0.39,0.15,1.0,0.25,0.54,0.17,0.59,0.47,0.4,0.35,0.29,0.27,0.27,0.29,0.09,0.08,0.2,0.18,0.11,0.35,0.31,0.32,0.26,0.32,0.56,0.51,0.34,0.52,0.31,0.48,0.46,0.44,0.47,0.46,0.59,0.67,0.59,0.59,0.61,0.59,0.05,0.23,0.02,0.59,0.56,0.55,0.69,0.1,0.08,0.07,0.09,0.93,0.09,0.19,0.16,0.37,0.48,0.27,0.52,0.1,0.57,0.0,0.07,0.89,0.47,0.05,0.36,0.48,0.16,0.18,0.1,0.09,0.08,0.23,0.23,0.24,0.21,0.42,0.41,0.44,0.09,0.0,0.07,0.85,0.53,0.74,0.79,0.01,0.1,0.98,0.1,0.01,0.06,0.18,0.1,0.88,0.96,0.0,0.0,0.0,0.0,0.04,0.43,0.55,0.13,0.18,0.12,0.01,0.02,0.36,1.0,0.8,0.1,0.18
346,53,?,?,Seattlecity,2,0.81,0.19,0.2,0.63,0.72,0.06,0.27,0.49,0.33,0.48,0.82,1.0,0.29,0.52,0.22,0.61,0.44,0.3,0.47,0.38,0.45,0.51,0.27,0.18,0.27,0.32,0.52,0.56,0.32,0.17,0.21,0.62,0.28,0.57,0.28,0.59,0.26,0.6,0.7,0.71,0.67,0.71,0.29,0.47,0.48,0.61,0.39,0.59,0.57,0.27,0.31,0.45,0.45,0.48,0.54,0.57,0.42,0.39,0.39,0.38,0.74,0.2,0.2,0.13,0.17,0.29,0.13,0.41,0.18,0.71,0.0,0.66,0.82,0.36,0.25,0.26,0.21,0.16,0.37,0.28,0.33,0.39,0.35,0.37,0.45,0.33,0.52,0.44,0.22,1.0,0.85,0.39,0.39,0.41,0.6,0.49,0.11,0.09,0.87,0.11,0.17,0.12,0.4,0.09,0.69,0.82,0.12,0.04,0.81,0.18,0.07,0.5,0.18,0.24,0.51,0.92,0.62,0.13,0.79,0.5,0.36,0.09,0.58
347,8,?,?,Greeleycity,2,0.08,0.45,0.01,0.84,0.06,0.38,0.66,0.68,0.61,0.33,0.1,1.0,0.2,0.58,0.56,0.44,0.39,0.36,0.32,0.25,0.22,0.22,0.2,0.1,0.18,0.2,0.22,0.1,0.51,0.41,0.4,0.4,0.34,0.52,0.32,0.52,0.41,0.39,0.49,0.56,0.49,0.51,0.47,0.58,0.59,0.53,0.55,0.54,0.6,0.03,0.22,0.02,0.47,0.6,0.62,0.64,0.16,0.17,0.16,0.16,0.76,0.2,0.25,0.22,0.4,0.47,0.36,0.45,0.17,0.52,0.5,0.07,0.79,0.43,0.14,0.36,0.65,0.36,0.14,0.14,0.13,0.13,0.21,0.23,0.26,0.2,0.55,0.49,0.32,0.06,0.0,0.14,0.49,0.32,0.47,0.55,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.08,0.18,0.04,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.08
348,34,3,30420,HasbrouckHeightsborough,2,0.0,0.43,0.02,0.92,0.23,0.08,0.27,0.36,0.23,0.59,0.02,1.0,0.54,0.6,0.0,0.75,0.68,0.11,0.6,0.57,0.56,0.54,0.43,0.0,0.39,0.73,0.88,0.0,0.05,0.21,0.34,0.35,0.25,0.54,0.34,0.31,0.31,0.49,0.23,0.42,0.21,0.23,0.53,0.87,0.88,0.83,0.93,0.16,0.23,0.0,0.08,0.01,0.32,0.38,0.44,0.41,0.26,0.27,0.29,0.25,0.73,0.1,0.23,0.22,0.47,0.6,0.19,0.74,0.05,0.45,0.5,0.01,0.9,0.65,0.0,0.27,0.19,0.03,0.57,0.58,0.53,0.5,0.58,0.61,0.66,0.59,0.36,0.56,0.74,0.0,0.0,0.34,0.66,0.86,0.84,0.82,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.0,0.64,0.54,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.04
349,53,?,?,Pullmancity,2,0.02,0.71,0.04,0.82,0.52,0.04,1.0,1.0,1.0,0.09,0.0,0.0,0.1,0.83,0.57,0.65,0.12,0.09,0.19,0.33,0.14,0.14,0.15,0.28,0.15,0.26,0.19,0.05,0.93,0.04,0.02,1.0,0.28,0.24,0.03,1.0,0.15,0.73,0.05,1.0,0.11,0.08,0.33,0.72,0.77,0.75,0.67,0.49,0.5,0.0,0.16,0.02,1.0,1.0,1.0,0.9,0.75,0.68,0.58,0.47,0.81,0.07,0.14,0.1,0.31,0.42,0.32,0.14,0.16,0.69,0.0,0.01,0.95,0.14,0.05,0.29,0.63,0.11,0.26,0.17,0.16,0.15,0.23,0.25,0.27,0.21,1.0,0.09,0.21,0.0,0.0,0.3,0.42,0.02,0.0,0.35,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.02,0.29,0.29,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.09
350,9,7,18080,Cromwelltown,2,0.0,0.37,0.05,0.94,0.07,0.03,0.23,0.37,0.18,0.48,0.02,0.89,0.58,0.6,0.68,0.71,0.5,0.09,0.56,0.6,0.53,0.51,0.52,0.0,0.39,0.32,0.45,0.0,0.05,0.19,0.22,0.51,0.14,0.63,0.38,0.43,0.26,0.57,0.38,0.43,0.39,0.4,0.39,0.81,0.79,0.91,0.81,0.73,0.71,0.0,0.04,0.0,0.05,0.2,0.2,0.22,0.02,0.08,0.07,0.07,0.81,0.08,0.13,0.12,0.36,0.39,0.23,0.75,0.03,0.54,0.5,0.01,0.84,0.72,0.07,0.75,0.69,0.02,0.1,0.42,0.41,0.42,0.53,0.64,0.8,0.66,0.47,0.57,0.53,0.0,0.0,0.18,0.65,0.54,0.47,0.67,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.03,0.08,0.05,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.06
351,39,169,86548,Woostercity,2,0.02,0.4,0.07,0.93,0.07,0.01,0.6,0.56,0.5,0.45,0.0,0.0,0.26,0.54,0.15,0.56,0.51,0.37,0.5,0.28,0.31,0.31,0.22,0.24,0.21,0.15,0.64,0.02,0.33,0.22,0.35,0.38,0.36,0.47,0.59,0.56,0.56,0.41,0.47,0.49,0.54,0.53,0.38,0.6,0.64,0.57,0.61,0.4,0.51,0.01,0.17,0.0,0.69,0.69,0.64,0.61,0.11,0.1,0.08,0.07,0.95,0.01,0.15,0.14,0.34,0.42,0.26,0.52,0.05,0.48,0.5,0.02,0.83,0.48,0.18,0.33,0.42,0.26,0.22,0.13,0.13,0.14,0.18,0.21,0.22,0.21,0.33,0.3,0.28,0.0,0.0,0.06,0.72,0.43,0.61,0.62,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.03,0.16,0.05,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.08
